,departement,frequence_mesure,annee,type_mesure,population,code_dep
450,2024-DEP-45,A,2011,PCAP,18770.0,45
451,2024-DEP-03,A,2011,PCAP,10307.0,03
452,2024-DEP-01,A,2011,PTOT,621095.0,01
453,2024-DEP-19,A,2011,PMUN,242454.0,19
454,2024-DEP-32,A,2011,PTOT,196143.0,32
455,2024-DEP-77,A,2011,PMUN,1338427.0,77
456,2024-DEP-62,A,2011,PCAP,27707.0,62
457,2024-DEP-35,A,2011,PMUN,996439.0,35
458,2024-DEP-22,A,2011,PMUN,594375.0,22
459,2024-DEP-17,A,2011,PCAP,18671.0,17
460,2024-DEP-52,A,2011,PCAP,6779.0,52
461,2024-DEP-64,A,2011,PCAP,21566.0,64
462,2024-DEP-67,A,2011,PTOT,1118885.0,67
463,2024-DEP-44,A,2011,PCAP,36165.0,44
464,2024-DEP-80,A,2011,PCAP,12601.0,80
465,2024-DEP-81,A,2011,PCAP,11906.0,81
466,2024-DEP-06,A,2011,PTOT,1097701.0,06
467,2024-DEP-15,A,2011,PCAP,5886.0,15
468,2024-DEP-22,A,2011,PTOT,614973.0,22
469,2024-DEP-47,A,2011,PTOT,341953.0,47
470,2024-DEP-24,A,2011,PTOT,427868.0,24
471,2024-DEP-77,A,2011,PTOT,1361031.0,77
472,2024-DEP-45,A,2011,PMUN,659587.0,45
473,2024-DEP-52,A,2011,PMUN,182375.0,52
474,2024-DEP-02,A,2011,PMUN,541256.0,02
475,2024-DEP-69,A,2011,PCAP,31717.0,69
476,2024-DEP-87,A,2011,PMUN,376058.0,87
477,2024-DEP-01,A,2011,PCAP,17268.0,01
478,2024-DEP-14,A,2011,PTOT,701278.0,14
479,2024-DEP-27,A,2011,PTOT,605213.0,27
480,2024-DEP-15,A,2011,PTOT,153463.0,15
481,2024-DEP-21,A,2011,PCAP,14167.0,21
482,2024-DEP-07,A,2011,PCAP,9795.0,07
483,2024-DEP-87,A,2011,PTOT,384720.0,87
484,2024-DEP-60,A,2011,PTOT,825927.0,60
485,2024-DEP-40,A,2011,PTOT,401562.0,40
486,2024-DEP-43,A,2011,PCAP,7931.0,43
487,2024-DEP-23,A,2011,PTOT,127543.0,23
488,2024-DEP-40,A,2011,PMUN,387929.0,40
489,2024-DEP-88,A,2011,PMUN,378830.0,88
490,2024-DEP-29,A,2011,PTOT,931711.0,29
491,2024-DEP-79,A,2011,PTOT,382428.0,79
492,2024-DEP-61,A,2011,PCAP,9496.0,61
493,2024-DEP-26,A,2011,PTOT,502877.0,26
494,2024-DEP-46,A,2011,PMUN,174754.0,46
495,2024-DEP-65,A,2011,PMUN,229228.0,65
496,2024-DEP-78,A,2011,PMUN,1413635.0,78
497,2024-DEP-37,A,2011,PTOT,609094.0,37
498,2024-DEP-34,A,2011,PMUN,1062036.0,34
499,2024-DEP-32,A,2011,PMUN,188893.0,32
500,2024-DEP-2B,A,2011,PTOT,171481.0,2B
501,2024-DEP-19,A,2011,PCAP,8721.0,19
502,2024-DEP-49,A,2011,PTOT,813703.0,49
503,2024-DEP-44,A,2011,PTOT,1332691.0,44
504,2024-DEP-51,A,2011,PCAP,14066.0,51
505,2024-DEP-03,A,2011,PMUN,342729.0,03
506,2024-DEP-80,A,2011,PTOT,583812.0,80
507,2024-DEP-31,A,2011,PTOT,1286050.0,31
508,2024-DEP-36,A,2011,PMUN,230175.0,36
509,2024-DEP-54,A,2011,PMUN,733124.0,54
510,2024-DEP-71,A,2011,PCAP,19051.0,71
511,2024-DEP-28,A,2011,PCAP,11420.0,28
512,2024-DEP-56,A,2011,PMUN,727083.0,56
513,2024-DEP-72,A,2011,PCAP,16018.0,72
514,2024-DEP-34,A,2011,PTOT,1080823.0,34
515,2024-DEP-971,A,2011,PCAP,6872.0,71
516,2024-DEP-94,A,2011,PTOT,1346903.0,94
517,2024-DEP-11,A,2011,PCAP,9536.0,11
518,2024-DEP-70,A,2011,PCAP,7979.0,70
519,2024-DEP-03,A,2011,PTOT,353036.0,03
520,2024-DEP-2A,A,2011,PCAP,2363.0,2A
521,2024-DEP-10,A,2011,PTOT,312211.0,10
522,2024-DEP-68,A,2011,PTOT,769394.0,68
523,2024-DEP-74,A,2011,PTOT,770450.0,74
524,2024-DEP-77,A,2011,PCAP,22604.0,77
525,2024-DEP-68,A,2011,PMUN,753056.0,68
526,2024-DEP-04,A,2011,PCAP,5055.0,04
527,2024-DEP-95,A,2011,PTOT,1197264.0,95
528,2024-DEP-76,A,2011,PTOT,1276908.0,76
529,2024-DEP-13,A,2011,PTOT,2005065.0,13
530,2024-DEP-67,A,2011,PMUN,1099269.0,67
531,2024-DEP-06,A,2011,PCAP,16457.0,06
532,2024-DEP-59,A,2011,PCAP,40859.0,59
533,2024-DEP-18,A,2011,PCAP,8268.0,18
534,2024-DEP-75,A,2011,PMUN,2249975.0,75
535,2024-DEP-88,A,2011,PCAP,13410.0,88
536,2024-DEP-972,A,2011,PMUN,392291.0,72
537,2024-DEP-89,A,2011,PTOT,353189.0,89
538,2024-DEP-05,A,2011,PMUN,138605.0,05
539,2024-DEP-46,A,2011,PCAP,6689.0,46
540,2024-DEP-45,A,2011,PTOT,678357.0,45
541,2024-DEP-72,A,2011,PTOT,581736.0,72
542,2024-DEP-58,A,2011,PTOT,225952.0,58
543,2024-DEP-973,A,2011,PMUN,237549.0,73
544,2024-DEP-25,A,2011,PTOT,543878.0,25
545,2024-DEP-85,A,2011,PTOT,660904.0,85
546,2024-DEP-73,A,2011,PCAP,14169.0,73
547,2024-DEP-86,A,2011,PMUN,428447.0,86
548,2024-DEP-41,A,2011,PCAP,10605.0,41
549,2024-DEP-78,A,2011,PTOT,1441147.0,78
550,2024-DEP-53,A,2011,PCAP,10728.0,53
551,2024-DEP-38,A,2011,PCAP,27958.0,38
552,2024-DEP-09,A,2011,PMUN,152286.0,09
553,2024-DEP-31,A,2011,PMUN,1260226.0,31
554,2024-DEP-92,A,2011,PCAP,18940.0,92
555,2024-DEP-12,A,2011,PCAP,11604.0,12
556,2024-DEP-95,A,2011,PMUN,1180365.0,95
557,2024-DEP-65,A,2011,PTOT,237440.0,65
558,2024-DEP-72,A,2011,PMUN,565718.0,72
559,2024-DEP-35,A,2011,PCAP,27807.0,35
560,2024-DEP-66,A,2011,PTOT,461282.0,66
561,2024-DEP-16,A,2011,PTOT,365851.0,16
562,2024-DEP-25,A,2011,PCAP,14775.0,25
563,2024-DEP-15,A,2011,PMUN,147577.0,15
564,2024-DEP-53,A,2011,PMUN,307031.0,53
565,2024-DEP-76,A,2011,PMUN,1251282.0,76
566,2024-DEP-44,A,2011,PMUN,1296526.0,44
567,2024-DEP-26,A,2011,PMUN,487993.0,26
568,2024-DEP-31,A,2011,PCAP,25824.0,31
569,2024-DEP-93,A,2011,PTOT,1542761.0,93
570,2024-DEP-04,A,2011,PMUN,160959.0,04
571,2024-DEP-82,A,2011,PCAP,6497.0,82
572,2024-DEP-63,A,2011,PTOT,652680.0,63
573,2024-DEP-65,A,2011,PCAP,8212.0,65
574,2024-DEP-30,A,2011,PMUN,718357.0,30
575,2024-DEP-21,A,2011,PTOT,540098.0,21
576,2024-DEP-55,A,2011,PMUN,193557.0,55
577,2024-DEP-91,A,2011,PTOT,1244311.0,91
578,2024-DEP-08,A,2011,PCAP,8362.0,08
579,2024-DEP-29,A,2011,PMUN,899870.0,29
580,2024-DEP-12,A,2011,PMUN,275813.0,12
581,2024-DEP-56,A,2011,PCAP,23151.0,56
582,2024-DEP-59,A,2011,PMUN,2579208.0,59
583,2024-DEP-972,A,2011,PCAP,6573.0,72
584,2024-DEP-58,A,2011,PCAP,7611.0,58
585,2024-DEP-63,A,2011,PCAP,17211.0,63
586,2024-DEP-51,A,2011,PTOT,580683.0,51
587,2024-DEP-974,A,2011,PMUN,828581.0,74
588,2024-DEP-93,A,2011,PMUN,1529928.0,93
589,2024-DEP-35,A,2011,PTOT,1024246.0,35
590,2024-DEP-70,A,2011,PMUN,239695.0,70
591,2024-DEP-2A,A,2011,PTOT,148209.0,2A
592,2024-DEP-69,A,2011,PMUN,1744236.0,69
593,2024-DEP-33,A,2011,PMUN,1463662.0,33
594,2024-DEP-95,A,2011,PCAP,16899.0,95
595,2024-DEP-88,A,2011,PTOT,392240.0,88
596,2024-DEP-89,A,2011,PCAP,10726.0,89
597,2024-DEP-42,A,2011,PCAP,17577.0,42
598,2024-DEP-13,A,2011,PCAP,29169.0,13
599,2024-DEP-32,A,2011,PCAP,7250.0,32
600,2024-DEP-38,A,2016,PCAP,26602.0,38
601,2024-DEP-57,A,2016,PMUN,1045271.0,57
602,2024-DEP-45,A,2016,PCAP,17612.0,45
603,2024-DEP-55,A,2016,PMUN,189055.0,55
604,2024-DEP-71,A,2016,PCAP,17504.0,71
605,2024-DEP-70,A,2016,PTOT,244305.0,70
606,2024-DEP-2B,A,2016,PTOT,179037.0,2B
607,2024-DEP-53,A,2016,PTOT,317742.0,53
608,2024-DEP-62,A,2016,PCAP,23605.0,62
609,2024-DEP-22,A,2016,PCAP,19525.0,22
610,2024-DEP-87,A,2016,PTOT,383215.0,87
611,2024-DEP-64,A,2016,PMUN,673986.0,64
612,2024-DEP-86,A,2016,PCAP,10957.0,86
613,2024-DEP-63,A,2016,PMUN,650700.0,63
614,2024-DEP-38,A,2016,PMUN,1252912.0,38
615,2024-DEP-46,A,2016,PTOT,179390.0,46
616,2024-DEP-28,A,2016,PCAP,11352.0,28
617,2024-DEP-56,A,2016,PTOT,769772.0,56
618,2024-DEP-24,A,2016,PTOT,426667.0,24
619,2024-DEP-77,A,2016,PMUN,1397665.0,77
620,2024-DEP-27,A,2016,PCAP,17221.0,27
621,2024-DEP-77,A,2016,PTOT,1419206.0,77
622,2024-DEP-36,A,2016,PTOT,229772.0,36
623,2024-DEP-26,A,2016,PTOT,522276.0,26
624,2024-DEP-14,A,2016,PCAP,16036.0,14
625,2024-DEP-90,A,2016,PMUN,144089.0,90
626,2024-DEP-26,A,2016,PMUN,508006.0,26
627,2024-DEP-29,A,2016,PCAP,28183.0,29
628,2024-DEP-34,A,2016,PTOT,1152125.0,34
629,2024-DEP-75,A,2016,PTOT,2210875.0,75
630,2024-DEP-61,A,2016,PCAP,9113.0,61
631,2024-DEP-02,A,2016,PTOT,549587.0,02
632,2024-DEP-74,A,2016,PCAP,22512.0,74
633,2024-DEP-79,A,2016,PCAP,10752.0,79
634,2024-DEP-43,A,2016,PMUN,227339.0,43
635,2024-DEP-01,A,2016,PCAP,16746.0,01
636,2024-DEP-73,A,2016,PMUN,429681.0,73
637,2024-DEP-46,A,2016,PMUN,173347.0,46
638,2024-DEP-27,A,2016,PMUN,602825.0,27
639,2024-DEP-10,A,2016,PCAP,7729.0,10
640,2024-DEP-972,A,2016,PCAP,5814.0,72
641,2024-DEP-51,A,2016,PCAP,13225.0,51
642,2024-DEP-47,A,2016,PMUN,332833.0,47
643,2024-DEP-68,A,2016,PMUN,762743.0,68
644,2024-DEP-44,A,2016,PMUN,1380852.0,44
645,2024-DEP-07,A,2016,PTOT,334591.0,07
646,2024-DEP-08,A,2016,PCAP,7633.0,08
647,2024-DEP-46,A,2016,PCAP,6043.0,46
648,2024-DEP-09,A,2016,PTOT,158205.0,09
649,2024-DEP-92,A,2016,PTOT,1622143.0,92
650,2024-DEP-13,A,2016,PCAP,27716.0,13
651,2024-DEP-40,A,2016,PCAP,13190.0,40
652,2024-DEP-90,A,2016,PCAP,3258.0,90
653,2024-DEP-37,A,2016,PMUN,606223.0,37
654,2024-DEP-68,A,2016,PCAP,14991.0,68
655,2024-DEP-12,A,2016,PCAP,10784.0,12
656,2024-DEP-33,A,2016,PMUN,1566679.0,33
657,2024-DEP-52,A,2016,PTOT,183720.0,52
658,2024-DEP-34,A,2016,PMUN,1132481.0,34
659,2024-DEP-69,A,2016,PTOT,1864962.0,69
660,2024-DEP-80,A,2016,PMUN,572744.0,80
661,2024-DEP-23,A,2016,PMUN,119502.0,23
662,2024-DEP-41,A,2016,PCAP,10257.0,41
663,2024-DEP-89,A,2016,PTOT,350970.0,89
664,2024-DEP-35,A,2016,PTOT,1079333.0,35
665,2024-DEP-93,A,2016,PTOT,1616311.0,93
666,2024-DEP-08,A,2016,PMUN,275371.0,08
667,2024-DEP-40,A,2016,PMUN,405010.0,40
668,2024-DEP-85,A,2016,PCAP,18899.0,85
669,2024-DEP-41,A,2016,PMUN,332769.0,41
670,2024-DEP-974,A,2016,PMUN,852924.0,74
671,2024-DEP-78,A,2016,PCAP,26467.0,78
672,2024-DEP-31,A,2016,PMUN,1348183.0,31
673,2024-DEP-19,A,2016,PCAP,8172.0,19
674,2024-DEP-21,A,2016,PCAP,13253.0,21
675,2024-DEP-63,A,2016,PTOT,667365.0,63
676,2024-DEP-42,A,2016,PMUN,761997.0,42
677,2024-DEP-32,A,2016,PCAP,7187.0,32
678,2024-DEP-10,A,2016,PMUN,308910.0,10
679,2024-DEP-67,A,2016,PMUN,1121407.0,67
680,2024-DEP-88,A,2016,PCAP,12687.0,88
681,2024-DEP-35,A,2016,PCAP,27554.0,35
682,2024-DEP-86,A,2016,PMUN,436069.0,86
683,2024-DEP-07,A,2016,PMUN,325157.0,07
684,2024-DEP-11,A,2016,PMUN,368025.0,11
685,2024-DEP-19,A,2016,PTOT,249707.0,19
686,2024-DEP-95,A,2016,PTOT,1237218.0,95
687,2024-DEP-62,A,2016,PTOT,1494330.0,62
688,2024-DEP-30,A,2016,PTOT,757564.0,30
689,2024-DEP-14,A,2016,PMUN,693679.0,14
690,2024-DEP-55,A,2016,PTOT,195047.0,55
691,2024-DEP-17,A,2016,PCAP,18267.0,17
692,2024-DEP-17,A,2016,PMUN,642191.0,17
693,2024-DEP-04,A,2016,PMUN,162565.0,04
694,2024-DEP-50,A,2016,PTOT,516010.0,50
695,2024-DEP-10,A,2016,PTOT,316639.0,10
696,2024-DEP-23,A,2016,PCAP,3998.0,23
697,2024-DEP-22,A,2016,PTOT,618478.0,22
698,2024-DEP-24,A,2016,PCAP,11878.0,24
699,2024-DEP-85,A,2016,PTOT,689496.0,85
700,2024-DEP-23,A,2016,PTOT,123500.0,23
701,2024-DEP-04,A,2016,PTOT,167331.0,04
702,2024-DEP-56,A,2016,PCAP,22224.0,56
703,2024-DEP-50,A,2016,PCAP,17648.0,50
704,2024-DEP-27,A,2016,PTOT,620046.0,27
705,2024-DEP-09,A,2016,PMUN,153067.0,09
706,2024-DEP-81,A,2016,PCAP,11481.0,81
707,2024-DEP-971,A,2016,PMUN,394110.0,71
708,2024-DEP-64,A,2016,PCAP,20293.0,64
709,2024-DEP-2A,A,2016,PCAP,2655.0,2A
710,2024-DEP-50,A,2016,PMUN,498362.0,50
711,2024-DEP-15,A,2016,PMUN,145969.0,15
712,2024-DEP-03,A,2016,PTOT,349336.0,03
713,2024-DEP-13,A,2016,PMUN,2019717.0,13
714,2024-DEP-66,A,2016,PMUN,474369.0,66
715,2024-DEP-59,A,2016,PCAP,35347.0,59
716,2024-DEP-2B,A,2016,PCAP,2885.0,2B
717,2024-DEP-56,A,2016,PMUN,747548.0,56
718,2024-DEP-36,A,2016,PCAP,6267.0,36
719,2024-DEP-58,A,2016,PCAP,7021.0,58
720,2024-DEP-25,A,2016,PMUN,538549.0,25
721,2024-DEP-31,A,2016,PCAP,25443.0,31
722,2024-DEP-03,A,2016,PCAP,9952.0,03
723,2024-DEP-48,A,2016,PCAP,3719.0,48
724,2024-DEP-36,A,2016,PMUN,223505.0,36
725,2024-DEP-30,A,2016,PCAP,15558.0,30
726,2024-DEP-2B,A,2016,PMUN,176152.0,2B
727,2024-DEP-971,A,2016,PTOT,400170.0,71
728,2024-DEP-11,A,2016,PCAP,9555.0,11
729,2024-DEP-06,A,2016,PCAP,14835.0,06
730,2024-DEP-15,A,2016,PTOT,151615.0,15
731,2024-DEP-34,A,2016,PCAP,19644.0,34
732,2024-DEP-76,A,2016,PMUN,1255755.0,76
733,2024-DEP-79,A,2016,PMUN,374743.0,79
734,2024-DEP-53,A,2016,PMUN,307688.0,53
735,2024-DEP-18,A,2016,PCAP,7990.0,18
736,2024-DEP-44,A,2016,PTOT,1415805.0,44
737,2024-DEP-60,A,2016,PCAP,19262.0,60
738,2024-DEP-974,A,2016,PTOT,862814.0,74
739,2024-DEP-88,A,2016,PTOT,382328.0,88
740,2024-DEP-16,A,2016,PCAP,12409.0,16
741,2024-DEP-05,A,2016,PMUN,141107.0,05
742,2024-DEP-45,A,2016,PTOT,691942.0,45
743,2024-DEP-67,A,2016,PTOT,1139258.0,67
744,2024-DEP-37,A,2016,PTOT,620671.0,37
745,2024-DEP-45,A,2016,PMUN,674330.0,45
746,2024-DEP-25,A,2016,PCAP,14070.0,25
747,2024-DEP-47,A,2016,PTOT,342358.0,47
748,2024-DEP-18,A,2016,PMUN,307110.0,18
749,2024-DEP-95,A,2016,PMUN,1221923.0,95
750,2024-DEP-72,A,2016,PTOT,582211.0,72
751,2024-DEP-78,A,2016,PMUN,1431808.0,78
752,2024-DEP-01,A,2016,PTOT,655171.0,01
753,2024-DEP-31,A,2016,PTOT,1373626.0,31
754,2024-DEP-35,A,2016,PMUN,1051779.0,35
755,2024-DEP-77,A,2016,PCAP,21541.0,77
756,2024-DEP-07,A,2016,PCAP,9434.0,07
757,2024-DEP-29,A,2016,PTOT,936432.0,29
758,2024-DEP-43,A,2016,PCAP,7274.0,43
759,2024-DEP-22,A,2016,PMUN,598953.0,22
760,2024-DEP-39,A,2016,PMUN,260517.0,39
761,2024-DEP-84,A,2016,PTOT,570921.0,84
762,2024-DEP-66,A,2016,PTOT,482567.0,66
763,2024-DEP-25,A,2016,PTOT,552619.0,25
764,2024-DEP-68,A,2016,PTOT,777734.0,68
765,2024-DEP-05,A,2016,PTOT,146148.0,05
766,2024-DEP-26,A,2016,PCAP,14270.0,26
767,2024-DEP-60,A,2016,PTOT,842804.0,60
768,2024-DEP-80,A,2016,PCAP,12053.0,80
769,2024-DEP-95,A,2016,PCAP,15295.0,95
770,2024-DEP-79,A,2016,PTOT,385495.0,79
771,2024-DEP-32,A,2016,PMUN,190664.0,32
772,2024-DEP-73,A,2016,PTOT,442775.0,73
773,2024-DEP-72,A,2016,PCAP,14650.0,72
774,2024-DEP-83,A,2016,PCAP,17380.0,83
775,2024-DEP-57,A,2016,PCAP,19634.0,57
776,2024-DEP-06,A,2016,PTOT,1098539.0,06
777,2024-DEP-12,A,2016,PMUN,278697.0,12
778,2024-DEP-972,A,2016,PMUN,376480.0,72
779,2024-DEP-54,A,2016,PCAP,13793.0,54
780,2024-DEP-49,A,2016,PTOT,833602.0,49
781,2024-DEP-60,A,2016,PMUN,823542.0,60
782,2024-DEP-59,A,2016,PTOT,2639070.0,59
783,2024-DEP-18,A,2016,PTOT,315100.0,18
784,2024-DEP-72,A,2016,PMUN,567561.0,72
785,2024-DEP-974,A,2016,PCAP,9890.0,74
786,2024-DEP-02,A,2016,PMUN,536136.0,02
787,2024-DEP-13,A,2016,PTOT,2047433.0,13
788,2024-DEP-89,A,2016,PCAP,10426.0,89
789,2024-DEP-39,A,2016,PCAP,9625.0,39
790,2024-DEP-01,A,2016,PMUN,638425.0,01
791,2024-DEP-71,A,2016,PMUN,555023.0,71
792,2024-DEP-972,A,2016,PTOT,382294.0,72
793,2024-DEP-81,A,2016,PMUN,386448.0,81
794,2024-DEP-54,A,2016,PTOT,747614.0,54
795,2024-DEP-41,A,2016,PTOT,343026.0,41
796,2024-DEP-33,A,2016,PCAP,29224.0,33
797,2024-DEP-83,A,2016,PMUN,1055821.0,83
798,2024-DEP-03,A,2016,PMUN,339384.0,03
799,2024-DEP-75,A,2016,PMUN,2190327.0,75
800,2024-DEP-61,A,2016,PMUN,285308.0,61
801,2024-DEP-69,A,2016,PCAP,29059.0,69
802,2024-DEP-92,A,2016,PMUN,1603268.0,92
803,2024-DEP-49,A,2016,PMUN,810934.0,49
804,2024-DEP-89,A,2016,PMUN,340544.0,89
805,2024-DEP-69,A,2016,PMUN,1835903.0,69
806,2024-DEP-84,A,2016,PMUN,559014.0,84
807,2024-DEP-28,A,2016,PTOT,445281.0,28
808,2024-DEP-58,A,2016,PTOT,216182.0,58
809,2024-DEP-76,A,2016,PTOT,1280803.0,76
810,2024-DEP-48,A,2016,PMUN,76422.0,48
811,2024-DEP-973,A,2016,PCAP,2477.0,73
812,2024-DEP-11,A,2016,PTOT,377580.0,11
813,2024-DEP-87,A,2016,PCAP,8237.0,87
814,2024-DEP-973,A,2016,PMUN,269352.0,73
815,2024-DEP-17,A,2016,PTOT,660458.0,17
816,2024-DEP-06,A,2016,PMUN,1083704.0,06
817,2024-DEP-21,A,2016,PMUN,533213.0,21
818,2024-DEP-55,A,2016,PCAP,5992.0,55
819,2024-DEP-52,A,2016,PMUN,178084.0,52
820,2024-DEP-47,A,2016,PCAP,9525.0,47
821,2024-DEP-71,A,2016,PTOT,572527.0,71
822,2024-DEP-33,A,2016,PTOT,1595903.0,33
823,2024-DEP-42,A,2016,PCAP,16214.0,42
824,2024-DEP-52,A,2016,PCAP,5636.0,52
825,2024-DEP-2A,A,2016,PTOT,156958.0,2A
826,2024-DEP-05,A,2016,PCAP,5041.0,05
827,2024-DEP-54,A,2016,PMUN,733821.0,54
828,2024-DEP-39,A,2016,PTOT,270142.0,39
829,2024-DEP-2A,A,2016,PMUN,154303.0,2A
830,2024-DEP-29,A,2016,PMUN,908249.0,29
831,2024-DEP-16,A,2016,PMUN,353288.0,16
832,2024-DEP-61,A,2016,PTOT,294421.0,61
833,2024-DEP-73,A,2016,PCAP,13094.0,73
834,2024-DEP-88,A,2016,PMUN,369641.0,88
835,2024-DEP-973,A,2016,PTOT,271829.0,73
836,2024-DEP-93,A,2016,PCAP,9651.0,93
837,2024-DEP-81,A,2016,PTOT,397929.0,81
838,2024-DEP-04,A,2016,PCAP,4766.0,04
839,2024-DEP-91,A,2016,PTOT,1305061.0,91
840,2024-DEP-37,A,2016,PCAP,14448.0,37
841,2024-DEP-83,A,2016,PTOT,1073201.0,83
842,2024-DEP-93,A,2016,PMUN,1606660.0,93
843,2024-DEP-51,A,2016,PTOT,584108.0,51
844,2024-DEP-75,A,2016,PCAP,20548.0,75
845,2024-DEP-51,A,2016,PMUN,570883.0,51
846,2024-DEP-82,A,2016,PMUN,256897.0,82
847,2024-DEP-82,A,2016,PCAP,6228.0,82
848,2024-DEP-53,A,2016,PCAP,10054.0,53
849,2024-DEP-70,A,2016,PCAP,7063.0,70
850,2024-DEP-78,A,2016,PTOT,1458275.0,78
851,2024-DEP-16,A,2016,PTOT,365697.0,16
852,2024-DEP-76,A,2016,PCAP,25048.0,76
853,2024-DEP-91,A,2016,PCAP,17731.0,91
854,2024-DEP-40,A,2016,PTOT,418200.0,40
855,2024-DEP-12,A,2016,PTOT,289481.0,12
856,2024-DEP-30,A,2016,PMUN,742006.0,30
857,2024-DEP-44,A,2016,PCAP,34953.0,44
858,2024-DEP-66,A,2016,PCAP,8198.0,66
859,2024-DEP-62,A,2016,PMUN,1470725.0,62
860,2024-DEP-87,A,2016,PMUN,374978.0,87
861,2024-DEP-94,A,2016,PTOT,1389336.0,94
862,2024-DEP-49,A,2016,PCAP,22668.0,49
863,2024-DEP-85,A,2016,PMUN,670597.0,85
864,2024-DEP-57,A,2016,PTOT,1064905.0,57
865,2024-DEP-94,A,2016,PMUN,1378151.0,94
866,2024-DEP-80,A,2016,PTOT,584797.0,80
867,2024-DEP-971,A,2016,PCAP,6060.0,71
868,2024-DEP-42,A,2016,PTOT,778211.0,42
869,2024-DEP-14,A,2016,PTOT,709715.0,14
870,2024-DEP-92,A,2016,PCAP,18875.0,92
871,2024-DEP-64,A,2016,PTOT,694279.0,64
872,2024-DEP-91,A,2016,PMUN,1287330.0,91
873,2024-DEP-15,A,2016,PCAP,5646.0,15
874,2024-DEP-48,A,2016,PTOT,80141.0,48
875,2024-DEP-86,A,2016,PTOT,447026.0,86
876,2024-DEP-43,A,2016,PTOT,234613.0,43
877,2024-DEP-74,A,2016,PMUN,801416.0,74
878,2024-DEP-84,A,2016,PCAP,11907.0,84
879,2024-DEP-67,A,2016,PCAP,17851.0,67
880,2024-DEP-65,A,2016,PTOT,235131.0,65
881,2024-DEP-65,A,2016,PMUN,227829.0,65
882,2024-DEP-28,A,2016,PMUN,433929.0,28
883,2024-DEP-19,A,2016,PMUN,241535.0,19
884,2024-DEP-82,A,2016,PTOT,263125.0,82
885,2024-DEP-65,A,2016,PCAP,7302.0,65
886,2024-DEP-21,A,2016,PTOT,546466.0,21
887,2024-DEP-38,A,2016,PTOT,1279514.0,38
888,2024-DEP-94,A,2016,PCAP,11185.0,94
889,2024-DEP-74,A,2016,PTOT,823928.0,74
890,2024-DEP-63,A,2016,PCAP,16665.0,63
891,2024-DEP-58,A,2016,PMUN,209161.0,58
892,2024-DEP-08,A,2016,PTOT,283004.0,08
893,2024-DEP-24,A,2016,PMUN,414789.0,24
894,2024-DEP-70,A,2016,PMUN,237242.0,70
895,2024-DEP-59,A,2016,PMUN,2603723.0,59
896,2024-DEP-32,A,2016,PTOT,197851.0,32
897,2024-DEP-09,A,2016,PCAP,5138.0,09
898,2024-DEP-02,A,2016,PCAP,13451.0,02
899,2024-DEP-90,A,2016,PTOT,147347.0,90
